,Numero d'ordine,Data,Intestazione,Segnatura,Fonte,Bibliografia
916,101,29 10  1547,CRISTOFANO DI MONTAUTO IN FIRENZE A GIORGIO VASARI IN RIMINI,"ASA, AV, 13 (XLVII), c. 113.","Messer Giorgio onorando. La setimana pasata per una mia vi dissi, quanto a negozio che mi lasciasti, che voi ne levassi el pensiero e che no’ ci vedevo modo nesuno da potere isvoltare questa donna. E asai m’è dispiacuto l’avervi autto a scrivere sanza potere avere fatto fruto nesuno, e più che vego perdermi uno amicco, perché sono certo, che non facendo tale cosa, non v’avere a rivedere troppo spesso. Perché, al che mi riccordo, mi dicesti avanti vostra partita e da poi con le letere, che Firenze vi vedrà poco e più che no’ c’è riparo, per avere dato in persone, che non si risolvono e non intendano quello ch’è loro benifizio. Io no so altro che mi vi dire, salvo che i’ sono tutto vostro e che m’amiate, e che non vi gitiate via a primo colpo; che ancora ci romperò quatro lance e poi mi giterò a terra. E vi si mandò e’ conto, del che avevi acetto da la mia botega; e così del fregio, autto da Pagolo Tolomei. Aretelo vicitato e aveduto a piaceri vostri. Direte quello volete, che io ispenda de la donna che tre babi; e restero a’ piaceri vostri. Che Dio vi gardi. Di Firenze alli di XXVIIII d'ottobre 1547. Al piacere vostro Cristofano Montaguto. A molto suo onorando Messer Giorgio Vasari d’Arezo, pitore in Arimino ","Frey 1923, pp. 205-206."
917,551,29 12  1564, GIORGIO VASARI IN FIRENZE A COSIMO DE’ MEDICI IN PISA,"ASF, MP 510, c. 1478.","Illustrissimo et Eccellentissimo Signor mio. Come per l’aviso dello Spedalingo de’ Nocenti potrà intendere, la sepoltura di Michelagniolo è allogata da una statua in fuora, che se ne spetterà la resoluzione da Vostra Eccellenza Illustrissima. E perché Batista Lorenzi, allievo del Bandinello, al quale toca oltre a una statua, tutto il resto dell’opera di quadro e d’intaglio, conforme al disegnio e modello fatto da me, e perché in via Mozza nella stanza di Michelagniolo è pochi marmi, cavato che aremo tutte quelle figure, è necessario, che gli si provegga fino a dieci carrate di marmi di Carrara, per unire questa opera con quegli che son quivi e particolarmente delle figure e di più la cassa di mischio di Seravezza con dua altri pezzi, che serviranno per l’epitaffio e per drieto alla testa sua. Ci è parso, come Quella ne rimase con meco, che si cavino ora detti marmi e mischi per poter finirla, ateso che Lionardo Buonarroti, datogli questi pochi marmi posti in Fiorenza, tutto il restante della spesa farà lui. E questi che Vostra Eccellenza Illustrissima gli dà, non ariverà alla sonma di novanta scudi o incirca; e se l’è governata da chi sia diligente, molto meno: che avendo Quella per riconpensa tante statue in via Mozza fra bozzate e finite, dua di que’ marmi, senza l’opera di Michelagniolo, val molto più. Inperò Batista sudetto si manda costì, perché e’ vadia con l’ordine di Vostra Eccellenza Illustrissima a Carrara per detti marmi; dove Quella potrà ordinare al Caccino la sua espedizione, e de’ mischi a Pietra Santa a Matteo Inghirami, o a chi Quella giudicherà a proposito; ricordandoli, che la spedizione, ora che il fiume arà questo verno aqua, e che questi giovani, che hanno voglia di mostrare al mondo per mezzo di questa occasione la virtù loro, non tardi, atteso ch’ella sa, che senpre alle alte inprese la fortuna e la morte è nemica, e la sollecitudine e la diligenzia prevale assai in tutte le cose, come Quella, che le sa meglio di nessuno, e che questo l’ho inparato dallei. Delle cose di qua della sala lo Illustrissimo Principe nostro vi arà raguagliato di tutto, e si seguita gagliardamente. Altro non Le dico, non occorrendo altro, se non che Dio La feliciti e conservi sanissimo. Di Fiorenza alli XXVIIII di Dicenbre MDLXIIII. Di Vostra Eccellenza Illustrissima obligatissimo Servitore Giorgio Vasari. Allo Illustrissimo et Eccellentissimo Signor, il Signor Duca di Fiorenza e Siena, Unico Signor mio. A Pisa. "," Gaye 1839-40, III, p. 164; Milanesi 1878-85, VIII, p. 388; Frey 1930, pp. 138-39."
918,414,25 11  1561,GIORGIO VASARI IN FIRENZE A GIOVANNI CACCINI IN PISA,Collezione Beniamino Fillon.,"Il maestro domanda esatte notizie sulla vita e sulle opere del pittore Zoppo da Brescia, morto da più di 40 anni. Bernardo Caccini, parente di Giovanni, aveva, così aveva udito dire, conosciuto da giovane questo artista. Lo prega di scrivere quello che costui ne sa, e di mandargli lo scritto. La lettera tratta inoltre di opere, che non si possono eseguire per mancanza di denaro. "," Frey 1923, pp. 686-687."
919,947,18 01  1572,GIORGIO VASARI IN ROMA A LEONARDO BUONARROTI IN FIRENZE,"BM, 23139, n. 16.","Molto Magnifico Messer Lionardo Signor Mio. Il Signor Spedalingo de’ Nocenti, pregato da Batista Lorenzi scultore, mi prega che io voglia esser contento di far capacie la Signoria Vostra che, sendosi il detto Batista per la rottura della ganba ridotto in bisognio et volendo egli finir del tutto la sepoltura di Messer Michelagnolo buona memoria, zio vostro, prosumendo egli avere qualcosa, dessidererebbe ch’el lavoro di quadro che ha posto in opera per detta sepoltura in Santa Crocie se gli stimassi senza la figura, perché s’egli, come si prosume, avessi avere, si potessi valer del suo per potere finire il restante, dicendo egli che v’ha parlato e che gli avete risposto che, fino che non è finita tutta, non gli volete dar altro, e molte altre cose che non scade farci più lunga storia. Io non ci ho che dir altro se non che la Signoria Vostra o ora o un’altra volta arà a far stimare detto lavoro et per la parte sua è tenuto a chiamare uno et lui un altro, sebene il Signor Spedalingo et io siano stati eletti stimatori di detta opera, che in questo ogniuno di noi, avendosi a giudicare, sian forzati a fare il medesimo: però non mi strignie altro che il disagio et il danno che Batista ha patito nella ganba, et quando lei facessi vedere quel che può portar la fattura di questo lavoro di quadro che lo s’aprenda chi l’ha atorno che sene intendano, potrà rispondere et a Batista et al Signor Priore in maniera che di questo fatto non mi dien fastidio, che non penso sino per tutto giugnio, per quel che io veggo che ordina il papa, essere costì, se altro non s’interpone; però la Signoria Vostra è savia e sarà col Signor Spedalingo et ne farà quella risoluzione che più gli piacerà, perché talvolta si potria ingannar Batista et anche noi. Ho voluto scrivergli, perché dall’uno e dall’altro mi hanno pregato ch’el faccia, e di questo mi rimetto allei che n’è padrone et che sa lo scritto quel che e’ dice che è fra la Signoria Vostra et Batista. Del vostro Papa di marmo abozzato non è ancor trovato il ripiego, né me lo dimenticherò. E con questo fo fine basciandovi le mane. Salutate i vostri figli per parte mia, che Dio vi dia ogni contento. Io sto bene et sono in tanta felicità, che Dio sia lodato, e tutto per servilla. Di Roma alli 18 di genaio 1572. Di Vostra Signoria Amico et Signore il cavalier Giorgio Vasari. Al Molto Magnifico Messer Lionardo Buonaroti Simoni, Signor mio obsservandissimo. A Fiorenza. ","Milanesi 1878-1885, VIII, pp. 464-465; Frey 1930, pp. 636-637."
920,697,15 09  1567,VINCENZO BORGHINI IN TOMERELLO A GIORGIO VASARI IN FIRENZE,"ASA, AV, 14 (XLVIII), c. 51.","Magnifico messer Giorgio. Perché io veggo, che costì le vinaccie non possono durare gran fatto a bollirci, vi dico che qui ho parecchi tina e son tini grandi, che bollono e bolliranno ancora da 8 o 10 giorni, in modo che se vi paressi aver bisognio di questo aiuto per la vostra gamba, potresti venir fin qui, che aresti commodità di star nelle vinaccie e bene et agiatamente. Ora pensateci et avisatemi di quello volete fare, che bisogna lo sappi inanzi e per non perdere tempo potresti arrecar da disegnare o far qualche altra vostra faccenda, benché è pur faccenda di importanza lo star sano. E si vede che cotesta gamba, da che voi cadesti in qua vi ha dato noia, e sarebbe bene non ve la addossare e penso, che il S. Duca l’arà caro. Or fate voi quello vi accommoda, che io per affezione vi ricordo e vi offero quello che penso sia a vostro benefizio. Et Dio con voi. Da Tomerello a 15 di settembre 1567. Don Vincenzo Borghini vostro. Al Molto Magnifico Messer Giorgio, Pittore Excellentissimo. ","Frey 1930, pp. 948-949."
921,382,13 02  1562,GIORGIO VASARI IN FIRENZE A GIOVANNI CACCINI IN PISA,"AGC, VIII, n. 3.","Magnifico Messer Giovanni mio. L’aver auto caro che siate arivato salvo m’è piaciuto infinitamente e più ho auto caro che siate stato ben visto da Sua Eccellenza e che aviate negoziato sopre il modello, che oggi a otto dì penso sarà in via, et allora vi manderò il comento. Basta che lo indirizzerò a voi, et allora quando l’arete mostro al Duca, voi potrete dir qualcosa; e tutto sta bene. Circa a Maestro Davitte non indugi se vol mandar niente; inperò ditegli che lo facci inprima che io mandi il modello, perché io non abbia a mandar costì Maestro Batista a farlo aconciare. E salutatelo per mia parte, che poiché non m’ha risposto, non scade che io scriva. Altro non mi occorre dirvi se non che son tutto vostro et che al solito mi commandiate. Delle cose da quaresima cioè uve passe e zibibo, ulive e quel che vi s’è chiesto, la Signoria Vostra non indugi, perché penso, se mi duol le ganbe come mi ha cominciato da 3 dì in qua, che la quaresima la lasserò fare a’ frati. Salutate il Signor Montalvo e dite a Messer Sforza ch’egli è dessiderato. Lo Spedalingo è tutto vostro. Quando Cecce sarà a murar per voi, sarò a vederlo anch’io. E con questo fo fine pregandovi che mi cornandiate. Di Fiorenza alli 13 di febraio 1561. La Signoria Vostra facci dar l’inclusa al segretario Reva. Di Vostra Signoria Servitore Giorgio Vasari Al Molto Magnifico et Signor mio Messer Giovan Caccini, Proveditor di Sua Eccellenza Illustrissima. A Pisa. "," Frey 1940, pp. 10-11."
922,678,26 04  1567,GABRIELE PALEOTTI IN BOLOGNA A GIORGIO VASARI IN FIRENZE ,"ASA, AV, 8 (XLII), cc. 111-112.","Molto magnifico come fratello. Mastro Girolamo da Bersighella, che mi raccomanda Vostra Signoria nella lettera sua, non si è presentato ancora da me, né credo, che si trovi in Bologna, poiché avendone fatto cercare, non trovo che vi sia; non mancarò per amor di Vostra Signoria di accarezzarlo e fargli ogni piacere ch’io possi, quando si lascierà vedere. Mi rallegro seco dell’opera che ha fatto per Nostro Signore. E che la perizia e sufficienza sua l’impieghi ella in cose così fatte, e che l’opere sue aggradino a Sua Beatitudine, della cui grazia, che si ha acquistata, ancora me ne rallegro maggiormente. Il Signor Iddio li doni grazia di perseverare, et di me si vaglia in ogni occorrenza confidentemente. Di Bologna il 26 aprile 1567. Di Vostra Signoria come fratello il Cardinale Paleotti. Al molto magnifico come fratello messer Giorgio Vasari, Pittore Aretino. Fiorenza. ","Frey 1930, p. 335."
923,1012,16 08  1572,PIER DONATO CESI IN ROMA A GIORGIO VASARI IN FIRENZE,"ASA, AV, 8 (XLII), cc. 135-136.","Molto magnifico come fratello. Ho avuto molto piacere intendere per la sua de 2 del presente, che quella sia per usar ogni diligenza per amor mio in trovar un pittor sufficiente per dipingere e sale e camere e loggie. Ora di nuovo la torno a pregar, che detto pittor sia talmente sufficiente, che possa ben dipingere non solo le sudette cose, ma anco la capella del cardinale Federigo, mio zio buona memoria, in Santa Maria Maggiore, che ancor, come Vostra Signoria deve sapere, sta imperfetta: sì che sarà contenta a porvi ogni cura e sollicitudine, come confido nella sua amorevolezza, et avisimi subito, che sarà trovato. La venuta sua qua per compir le 3 historie sarà necessaria, et Nostro Signore l’aspetta al tempo, altre volte da me scrittole. Quanto poi a quello che desidera saper da me, se Sua Santità fa seguitare i suoi cartoni, le dico, che Sua Beatitudine farà quel tanto che parerà a lei intorno a ciò et non altro. Però attenda pur a spedirsi presto dell’opera, che tiene in mano al presente, e vengasene subito a Roma. Et con questo fine me le raccomando. Di Roma a XVI di agosto 1572. Di Vostra Signoria Affezzionatissimo fratello il Cardinale Cesi. Vi prego a basciar le mani in mio nome al Signor Gran Duca et al Signor Principe. Al Molto magnifico come fratello il cavalier Giorgio Vassari. Fiorenza. ","Frey 1930, pp. 694-695."
924,228,5 01  1556,GIORGIO VASARI IN FIRENZE AGLI OPERAI DEL DUOMO DI AREZZO,"ASA, AOA, filza A, fol. 19a.","Molto Magnifici Signori Operai. Avendo inteso da e’ Magnifici Signori Priori passati, qualmente il coro stava in fine e inoltre per aver io auto relazione da lor Signorie, che stava bene, ancora che maestro Simone, per quanto ho ritratto di costì, ha finito e si vol partire, avendo io a terminar la fine del suo pagamento per non lo tenere più in sulla spesa, avendo egli, secondo le convenzioni che fecie con i Signori Operai passati e con meco, adenpito l’obligo suo, non vi scadendo altro, le Signorie Vostre gli pagheranno scudi 12 per sieda, secondo che sta il contratto, ci[o]è l’una de’ canonici, mansionari e cherici adirittura, e se avete fatto fare più rivolte, ci[o]è testate, dove si passa per ire alle siede de’ canonici, tocca alle Signorie Vostre a rifarlo; ma se non ce n’è più che nel modello, tocca a lui secondo l’obligo. Così le siede del vescovo, una vale scudi 12, come le dua del coro col sedere de’ cherici se li pagano, e se mancassi cosa alcuna da dicidere, poi che non mi posso partire dalle cose del Duca, mio Signore, fateli far un obligo da racconciare tutto quel che mancassi ogni volta che da me sarà giudicato che bisogni, e se altro scade, avisate; e vi conforto a satisfarlo, avendo egli servito. Altro non mi occorre. Di Fiorenza alli 5 di gennaio MDLVI. Di Vostra Signoria il vostro Giorgio Vasari. Alli Molto Magnifici Signori Operai del Vescovado d’Arezzo, miei observandissimi. Arezzo. ","Milanesi 1878-1885, VIII, p. 514; Frey 1923, pp. 432-433."
925,547,9 12  1564,GIORGIO VASARI IN FIRENZE A LEONARDO MARINOZZI,ACSN.,"Molto Magnifico Signor mio. Ricevei l’ultima di Vostra Signoria et ho inteso che l’Alexandro pittore d’Arezzo, che il lavoro della facciata si seguita e che anderà bene: che n’ho avuto piacere. E perché delle teste che Vostra Signoria chiede degli autori delle Religioni, quando arò comodità, che ora sono impedito, si manderano quelle che saranno qui, parimente gli ovati. E se fussi manco impedito, l’arìa mandato con queste. Intanto gl’hano che fare; seguitino. E de’ versi che chiedete, sendo costì dove è lo studio e tante persone di spirito, non ci aresti a dare questo fastidio, perché, a quel che ho innanzi, aria bisognio mi fussino levate le brighe e non cresciute. Pure io non mancherò di quanto ho detto di sopra. E se gli scade niente per conto de’ pittori, Quella si degnerà darne adviso, che non ne mancherò mai. E con questo fine basciandoli le mani me gli raccomando. Di Fiorenza el dì 9 di dicembre 1564. Di Vostra Signoria Servitore Giorgio Vasari ","Barocchi 2000, p. 29."
926,117,25 01  1549,PAOLO GIOVIO IN ROMA A GIORGIO VASARI IN AREZZO,"ASA, AV, 10 (XLIV), cc. 34, 37.","Eccellente messer Giorgio, mio onorando. Messer Simone mi ha letto tutta la vostra lettera, onde mi congratulo della compera fatta e mi piace la risoluzion del maritarvi. Ma io dico che per niente debbiate prender moglie in Roma, perché al sicuro voi diventareste becco e, non volendo sopportar le corna, capitareste male. E perché in Arezzo le dote son picciole, mi piacerebbe più in Firenze. Ma non avendo voi bisogno del sangue de’ conti Guidi e de’ Buondelmonti o degli Uberti, che darebbeno poca dote e portarebbeno tirannia in casa vostra, dico che mi piacerebbe un partito a meza aria, della qualità di quello che mi ha ragionato messer Simone, perché areste buona dote e sareste padron di voi stesso, prendendo donna senza superbia e senza fumo. E per la buona creanza della giovine io non mi scandalizarei di cosa alcuna, perché il padre è stato un grand’uomo da bene, e la madre non è stata trista e nacque di padre e di madre soluti. E del tutto mi rapporto al iudicio di messer Simone, qual so che vi ama. Quanto al venir qua io vi dico che le cose son troppo fredde e li grandi restano scioperati. Il nostro Tomaso Cambi passò a l’altra vita al’improviso alli 13 di questi, lasciando 40mila ducati alli figliuoli. Valete e comandatemi. Di Roma il 25 di Genaro 1549.  El vostro vescovo Jovio. A l’eccellente pittor messer Giorgio Vasari d’Arezzo, mio onorando, ad Arezzo. ","Frey 1923, pp. 228-230; Giovio, Lettere 1956-1958, II, p. 133."
927,814,6 04  1570,GIORGIO VASARI IN FIRENZE A ORDINE DI SANTO STEFANO IN PISA,"ASPI, AOST, 1365, II, cc. 519, 550.","Illustrissimi Signori miei Observandissimi. Ancora che non bisogniassi scriverli, non ho voluto però per non mancare, avendo quelle fattomi pagare per loro ordine al banco de’ Salviati scudi cinquanta, e quali si sonno dati a’ maestro Cesari e satisfatto in tutto il battiloro; spettarò che dalle Signorie Vostre illustrissime mi sarà ordinato nel caricarle e così delle gabelle, che vi bisognerà, come altre volte ho scritto alle signorie vostre, alle quali per ora non [ho] che dire altro se non che maestro Giovanni di Stocco gli scriverò quanto ha da fare per conto de l’organo e della cornicie, che dimanda di volere tagliare: che di tutto si scriverà. Altro non mi occore se non che le Signorie Vostre Illustrissime me gli raccomando. Di Fiorenza alli 6 di aprile 1570. Di Vostra Signoria illustrissime Servitore Giorgio Vasari. Al Illustrissimi Signori XII Del Consiglio Della Sacra Religione di Santo Stefano. In Pisa. ","Milanesi 1878-1885, VIII, p. 452; Frey 1930, p. 500."
928,951,1 01  ,0,0, ,0
929,402,21 05  1562,MARCHESE DI CETONA IN PISA A GIORGIO VASARI IN FIRENZE,"ASA, AV, 13 (XLVII), cc. 73, 80.","Molto magnifico messer Giorgio. Vostra Signoria sa, che mi promesse di desegni, come ella ha ricuperati dalli tapizieri: fatemi piacere di serbarli in casa, che io mandarò per essi, e non mi manchi, che non mi puol fare magior piacere; e gli ne restarò con molto obligo. Io scrivo così presto, perché penso, che coloro finiran presto e li mandaran male: però la prego a darci un poco l’ochio; con che quanto più posso, me li offero e racomando. Da Pisa li 21 di maggio 1562. Di Vostra Signoria per servirla senpre e come fratello il marchese di Cetona. Al Molto Magnifico messer Giorgio Vasarii d’Arezo etc. ","Frey 1923, p. 679. "
930,681,28 04  1567,GIORGIO VASARI IN FIRENZE A GIOVANNI CACCINI IN PISA,"AGC, VIII, n. 61.","Molto Magnifico Messer Giovanni, Signor mio. Mandasi per ordine del Duca nostro Batista Naldini a disegniare tutta la cosa di Stanpacie di Pisa, e Sua Eccellenza mi ha inposto, che io lo invii a voi e che teniate questo ordine e sia acomodato di quanto gli fa bisogno. In prima, che lievi di fuori il sito di Stanpacie dalla porta a san Marco sino alla porta della cittadella vechia, et che da Batista del Cervelliera o da altri vechi segli mostri le rotture che furon fatte dalla artiglieria del canpo de’ Fiorentini, e si segnino così il fosso et bastione di drento fatto per difesa da e Pisani. Così se si ricordino come erano fuori le trincee et le fosse per difesa dello esercito, che ci ha battuto, dalla Torre di san Marco et da quella della cittadella vechia et dalla Torre di Stanpacie, la quale, essendo disfatta oggi, s’ella fussi ritratta costì in qualche picttura vechia, si ritragga, se non per chi se ne ricorda si facci dire come stava. E finalmente nella pianta si segni come stava il canpo de’ Fiorentini dalla banda di fuori con sue sentinelle, artiglierie, guardie et punt[u]almente con diligenzia ogni minuzia. Poi si faccia, che Batista pigli un’altra vista sopra il Torione di Stanpacie e ritragga di drento tutta Pisa, quella parte che si vede;, e questo è quanto per questa parte bisognia fare intorno a questo primo disegnio, il che essendo rimesso alla Signoria Vostra, che è diligentissima, et in Batista, che viene instruito tutto, so che satisfarete a Sua Eccellenza Illustrissima. Finito che arà questo, ha ordine di andare a Livorno a far l’altro, et perché in questo non lo vo’ gravare, scrivo al Baroncello che farà lui quest’altra parte. Ma se la Signoria Vostra non avessi che fare et volessi aconpagniar Batista, so che gli gioverebbe assai, perché ha in nota e porta la storia seco da fare quest’altra fazione, che sarà. Breve, et in un giorno sene spediscie. Però con una vostra al Baroncello raccomandatelo non andando la Signoria Vostra, che perciò gli scrivo anch’io etc. Nel suo ritorno a Pisa ha ordine di andare a Canpiglia per andare a ritrare la Torre a San Vincenzio et il sito dove fu rotto il canpo de’ Viniziani, che a questo Sua Eccellenza Illustrissima mi ha detto, che mandiate una guida con Batista e voi scriviate per ordine di Sua Eccellenza Illustrissima. Al rettore di Canpiglia, che mandi qualche persona sperta con Batista a mostrargli il sito, che lo possa levar giusto, e che gli sia acomodato d’ogni cosa et fatto carezze, perché questo ultimo disegnio è più breve che nessuno altro, salvo che ha bisognio che a Canpiglia il rettore vegga scire nessun vechio che si ricordi di tal cosa, come andò, et lo facci capacie per l’amor delle positure dove fu la rotta di quello esercito; et perché Batista n’è struito abastanza, non mi distenderò in altro dicendovi, che ’l priore vi saluta e così io et vi spettiamo con dessiderio. Questi Signori sono tutti al Poggio insiemi col Dami vostro, et perché so ch’ella non mancherà, tenermi in buona grazia di Messer Francesco Busini, mi raccomanderò all’uno et all’altro. Di Fiorenza alli 28 di aprile 1567. De mischi scrissi abastanza. Di Vostra Signoria Servitore Giorgio Vasari Al Molto Magnifico Messer Giovanni Caccini, Proveditordi Sua Eccellenza Illustrissima et Signor mio. A Pisa. ","Frey 1940, pp. 139-142."
931,1141,27 03  1574, FILIPPO BUONCOMPAGNI IN ROMA A GIORGIO VASARI IN FIRENZE,"ASA, AV, 8 (XLII), cc. 165-166.","Molto magnifico amico carissimo. Io crederò, che a quest’ora averete da monsignor di Volterra avuto l’ordine, che si ha da tenere sopra i retratti de’ papi; e però con questa mi occorre solamente dirvi, che ho ricevuto la vostra delli XXII, e che starò con desiderio aspettando di vederne presto qualche uno. Et me vi raccomando; che Nostro Signore Iddio ve conservi. Di Roma il XXVII di marzo MDLXXIIII. Tutto vostro Il cardinal S. Sisto. Al Molto magnifico amico carissimo il cavaliero Georgio Vassari etc. A Fiorenza. "," Frey 1930, pp. 829-830."
932,1004,5 07  1572,COSIMO BARTOLI IN VENEZIA A GIORGIO VASARI IN FIRENZE ,"ASA, AV, 10 (XLIV), cc. 89, 94.","Molto Magnifico Signor Cavalier. La vostra de' 28 mi è stata al solito carissima. Nè vi maravigliate se la bambagia non è comparsa, perché di qui non partì il burchiero la settimana passata con certi instrumenti, che ho mandati a Curzio; ma è partito questa settimana. Et allo arrivo di detti instrumenti vi sarà consegnata; e' costa lire 51 soldi 3 di questa moneta, che sono lire 55 soldi. 5 di cotesta: quali vi piacerà pagar costì a Matteo Bartoli, mio nipote. E non vi maravigliate, che sia cara, perché è Cipriotta et da questa guerra adietro sene sarebbon per questi danari avute 100 libre. Ma il non ce ne venir più la fa rincarare, come vedete; e bisogna aver pazienzia. Delli smalti credo sarete servito meglio per via di Augusta. Altro non fa dirne, se non raccomandarmivi. A Padroni potra forse venir compassion di me: tal lettera scrissi la settimana passata alla Serenità Paterna. Dio e loro faccino seguir di me quel sia il mio meglio, che storpiato sono. Di Venezia il dì 5 di luglio 1572. Vostro Cosimo Bartoli. Al Molto Magnifico Signor il Cavalier Giorgio Vasari, mio osservandissimo ","Frey 1930, pp. 688-689."
933,394,24 04  1562,GIORGIO VASARI IN FIRENZE A GIOVANNI CACCINI IN PISA,"AGC, VIII, n. 15.","Molto Magnifico Messer Giovanni. Io non so come ve la facciate. E per saperne nuova vi mando tutte queste lettere per satisfare in parte agli amici, e mi sarà caro che le lettere del Duca o la Signoria Vostra le dia a sua Eccellenzia overo al Vescovo Guidi, che l’ha a negoziar lui, o a Montalvo o a chi vi pare; l’altre per Messer Sforzo e per Messer Guido e Maestro Davitte la Signoria Vostra ne farà il servizio lei andando in corte. Arò caro sentire i particulari della fabrica di Santo Stefano de’ Cavalieri come ella va et a che termine si trova. Et poi de’ vostri foffi et come vi passano le cose vostre, che reputandole mie l’arò caro sapere. Il signor spedalingho ha finito di pigliar l’aque, è guarito et vi saluta. Qua si menò moglie, dico Lorenzo suo. La mia consorte m’ha auto a lassare per un catarro che gli è casciato; ho auto che fare per le rime; et io so’ straco, infastidito, e già tutte le cose che cominciai sono vicine al fine. Altro non mi occorre se non che la Signoria Vostra mi comandi. Di Fiorenza alli 24 di aprile 1562. Di Vostra Signoria il vostro Giorgio Vasari Al Molto Magnifico Messer Giovanni Caccini, signor mio observandissimo et proveditor di Sua Eccellenza Illustrissima. A Pisa. "," Frey 1940, pp. 20-21."
934,843,15 09  1570,GUGLIELMO SANGALLETTI IN ROMA A GIORGIO VASARI IN FIRENZE,"ASA, AV, 15 (XLIX), cc. 158, 164.","Molto Magnifico Messer Giorgio. Le tavole sono comparse al Bosco et sono riuscite bellissime, così scrivano. Don Serafino era tornato là e doverrà ancora esso scrivere, il che saperete A maestro Ciesare pagherò li XX scudi d’oro secondo che dite, sono per alcune sua fatiche oltre alle indorature fatte conforme a quanto scrive don Serafino, il quale dicie averlo sodisfatto di ongni resto et che resta sodisfatissimo. E come vi dissi, venga a suo piaciere, che sarà sempre il ben venuto. L’arcivescovo nostro sta assai bene et credo si ridurrà in quartana. Marcantonio sta bene, atende a inparare; con il che le bascio le mani. Di Roma li XV di settembre 1570. Di Vostra Signoria Molto Magnifica Servitore affezionatissimo Guglielmo Sangalletti Al molto magnifico messer Giorgio Vasari, mio osservandissimo, a Firenze. ","Frey 1930, p. 528."
935,52,30 08  1543,GIORGIO VASARI IN FIRENZE A PANCRAZIO DA EMPOLI IN VENEZIA,assente,"Io non vo mancare di ricordarmi di voi, autore delle pidimie; e per mostrarvi, che io mi ricordo di voi, vi dico, che ho visto il vostro Bugiardino, e che si chiama molto satisfatto da me, avendovi fatto servizio, dicendomi, lo meritate. Vidi l’opera, ritratta da voi, tale che non vo più ragionar di mandalla. Io parto stasera per Arezzo, dove tutto settembre starò lì; e intanto scriverrò ogni spaccio, e così voi. Non vi pensi: due sole parole bastano, e a messer Ottaviano; sempre le coprite col suo nome. Intanto sempre per mezzo suo mi perverranno in mano. Et a l’ultimo verrò qui per andare a Roma. Sono vostro e mi raccomando. In tanto messer Francesco potria tornar senza moglie; modo veggo. Vi prego, mi raccomandiate agli amici nostri, così al nostro messer Iacopo Sansovino con dirli, che le cose di... non sarà altro circa Francesco suo, e che lo lodano, avendo fatto bruciare ciò; e che biasimano Francesco, attribuendolo a poco cervel suo ecc. Sono vostrissimo. Di Fiorenza alli XXX di agosto MDXXXXIII. ","Milanesi 1878-1885, VIII, p. 289; Frey 1923, pp. 125-127."
